Date,ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2005-09-19,GE,20.479664893147326,20.49757750044151,20.23486241848131,20.330394744873047,24619400.0,0.0,0.0,
1998-01-20,GE,12.664881325330615,13.107181146911781,12.654094101015419,13.042454719543457,14545128.0,0.0,0.0,
2018-07-09,GD,176.38733325017586,179.267921984669,175.91188660730256,178.55941772460938,1249600.0,0.0,0.0,
2006-09-12,LMT,53.204133388062026,53.242708833504686,52.181844841262475,52.52903366088867,3758700.0,0.0,0.0,
2021-06-01,GE,14.229999542236328,14.34000015258789,14.100000381469727,14.149999618530273,50276900.0,0.0,0.0,
1994-11-04,GD,5.972276877762744,5.972276877762744,5.720433876893231,5.774400234222412,886400.0,0.0,0.0,
1994-07-20,RTX,3.061878165174437,3.061878165174437,3.0108468532562256,3.0108468532562256,2490281.0,0.0,0.0,
2000-03-02,LMT,10.293936207346672,10.330700265230053,9.999823744279624,10.073351860046387,1398200.0,0.11,0.0,
1980-12-22,RTX,0.818591034313145,0.8307827788370005,0.818591034313145,0.8220743536949158,1690696.0,0.0,0.0,
2011-10-27,GE,12.71747776170252,13.122398273729699,12.60500075068425,13.024917602539062,114899200.0,0.0,0.0,
1963-07-10,GD,0.0,0.16286793116768136,0.15973585844039917,0.15973585844039917,272000.0,0.0,0.0,
2017-02-10,RTX,62.26119728455865,62.83157215613026,62.1651923053954,62.712974548339844,4257249.0,0.0,0.0,
1991-03-20,GD,1.3363392941429892,1.3479093313217163,1.324769256964262,1.3479093313217163,2022400.0,0.0,0.0,
2020-02-25,RTX,89.21985534273114,89.59031323832933,84.08201508353157,84.30064392089844,12089748.0,0.0,0.0,
2012-01-04,LHX,29.602911557893027,29.675785366896836,29.133279657915274,29.562423706054688,1030200.0,0.0,0.0,
2002-12-31,LHX,8.713803729481162,8.948858776622354,8.713803729481162,8.831331253051758,1508679.0,0.0,0.0,
2008-05-09,BA,62.47115120704316,62.70792426459751,61.96800775410078,62.19738006591797,3328200.0,0.0,0.0,
2012-01-11,BA,61.18932438769054,61.32842673156205,60.7392862911394,61.156593322753906,3082700.0,0.0,0.0,
1987-01-15,LHX,3.165605352298206,3.2970079303509414,3.1297683557115135,3.24922513961792,1684589.0,0.0,0.0,
2005-07-19,RTX,22.670729181641306,22.97650025361184,22.49163590704427,22.648887634277344,5098465.0,0.0,0.0,
2012-09-10,LMT,70.69259042986337,71.22399972825556,70.63867976740487,70.87742614746094,719400.0,0.0,0.0,
2018-10-12,HII,223.4995708862556,224.76789172780363,211.60192473834553,214.14804077148438,719300.0,0.0,0.0,
1988-10-17,GD,2.2120105417763316,2.2338037490844727,2.2065622399492963,2.2338037490844727,473600.0,0.0,0.0,
1979-05-25,RTX,0.48288209514394204,0.48936360875538526,0.4812615890524618,0.4877433776855469,457632.0,0.0,0.0,
1996-09-27,LHX,8.474631309509277,8.507038861260266,8.442223757758287,8.474631309509277,475021.0,0.0,0.0,
1995-09-26,BA,21.116679540748805,21.116679540748805,20.963660123786855,21.001914978027344,1934800.0,0.0,0.0,
2015-01-30,RTX,61.78361916790777,62.43357472552644,61.57412833753584,61.654701232910156,7346106.0,0.0,0.0,
2020-10-06,BA,173.0399932861328,175.55999755859375,159.3300018310547,159.5399932861328,47132500.0,0.0,0.0,
1979-09-07,RTX,0.5531530960172578,0.5531530960172578,0.5482288306289393,0.5498703718185425,877128.0,0.0,0.0,
1978-10-24,BA,1.5083605134773237,1.5208262953840122,1.455380759820294,1.4678466320037842,2559094.0,0.0,0.0,
2019-09-04,LMT,369.95820315854655,372.2411432593241,368.6113687763485,371.6488952636719,792200.0,0.0,0.0,
2002-04-17,GD,30.860163889660633,31.732298444271986,30.528082407852573,31.198955535888672,5472400.0,0.0,0.0,
1996-09-26,LMT,24.888914968974078,24.99162025770437,24.512328910296343,24.580799102783203,1214200.0,0.0,0.0,
1971-11-09,RTX,0.12864864929934233,0.12864864929934233,0.12265238910913467,0.12265238910913467,1413574.0,0.0,0.0,
1978-07-13,GE,0.2843294507552527,0.2856964105080224,0.282962491002483,0.2850129306316376,6020352.0,0.0,0.0,
2011-11-08,RTX,39.17062411224394,39.35494639314863,38.811947405634605,39.290184020996094,5969873.0,0.0,0.0,
1976-07-22,GE,0.28754660845015273,0.28943835080041685,0.2843937045330459,0.2850242853164673,9609600.0,0.0,0.0,
1974-02-06,GE,0.26232057585575874,0.2628971010348359,0.2582848996022186,0.2605910003185272,4323072.0,0.0,0.0,
2004-03-29,GE,17.713868122116374,17.86447654657112,17.638563909889,17.655941009521484,61494576.0,0.0,0.0,
1982-02-16,LMT,1.9270718175840424,1.9458268880844116,1.8848734774686076,1.9458268880844116,1154040.0,0.0,0.0,
1988-03-22,GE,1.4202330733167468,1.4243496656417844,1.4078832963416332,1.4243496656417847,13513344.0,0.0,0.0,
2021-05-11,RTX,83.73580632908826,84.69005964641981,82.85113374582055,83.82527160644531,6708100.0,0.0,0.0,
2007-04-20,SPX,2.373420000076294,2.435879945755005,2.310960054397583,2.373420000076294,17836.0,0.0,0.0,
1981-11-16,BA,1.4258346199193075,1.4413327648354894,1.4025875023116485,1.4103363752365112,3049650.0,0.0,0.0,
2001-11-09,RTX,11.704022579871907,11.827657228128732,11.642205880255533,11.757596969604492,4347504.0,0.0,0.0,
1991-10-11,GE,2.470041874862492,2.4746330027311143,2.4103565568511134,2.442495107650757,11983296.0,0.0,0.0,
1985-11-22,RTX,1.4371071836174107,1.484155118795592,1.4371071836174107,1.4670466184616089,6315322.0,0.0,0.0,
1963-07-12,BA,0.144115461898974,0.144115461898974,0.13693546657467243,0.13949978351593018,1360800.0,0.0,0.0,
1968-02-21,GE,0.1722286349769195,0.1737091016652306,0.1717351343338771,0.1732156127691269,2925312.0,0.0,0.0,
1984-01-25,LMT,4.1917339164169825,4.262065137449335,4.107336521148682,4.107336521148682,1539372.0,0.0,0.0,
1969-12-24,BA,0.27347533646567584,0.28690477526018165,0.27347533646567584,0.2832423746585846,792788.0,0.0,0.0,
1979-09-20,GE,0.2946676437429951,0.29978594183921814,0.29393646327351025,0.29978594183921814,7582848.0,0.0,0.0,
2011-05-09,LHX,38.270313197654154,39.06430308545266,38.270313197654154,38.62760925292969,998700.0,0.0,0.0,
1986-06-30,GE,1.263773076602412,1.273569707825056,1.257895004589785,1.2696510553359985,14898624.0,0.0,0.0,
1970-08-20,BA,0.12856913710919995,0.13104148209095,0.12856913710919995,0.13104148209095,2095875.0,0.0,0.0,
1966-06-20,BA,0.7090162560886388,0.7124305564073911,0.6942213503160134,0.6976356506347656,1297013.0,0.0,0.0,
2017-01-26,RTX,62.5717955258512,62.961456737974764,61.85458913536606,62.32331085205078,6349644.0,0.0,0.0,
2018-01-26,GD,207.77998250511453,209.2578631217257,204.75033992576428,208.97152709960938,1977700.0,0.0,0.0,
2000-06-20,GE,27.697501351808405,27.697501351808405,26.73092301011196,27.197547912597656,11608064.0,0.0,0.0,
1996-09-17,LHX,8.020920875708875,8.118144035339355,8.020920875708875,8.118144035339355,476715.0,0.0,0.0,
1979-03-06,BA,1.6823405396100624,1.6823405396100624,1.6290820276239246,1.6384806632995605,2998013.0,0.0,0.0,
1998-02-06,LHX,12.760008136784622,12.84308109105205,12.643706215474566,12.660321235656738,150720.0,0.0,0.0,
2014-10-31,GD,121.33638716639786,122.19570253648688,120.32952824391612,121.31034851074219,2758600.0,0.0,0.0,
1983-09-07,GD,2.069561284009148,2.2695188959907084,2.049565522810992,2.124549627304077,4440000.0,0.0,0.0,
2002-06-13,GD,34.7512102428034,35.2241767913244,34.5499489162914,34.72772979736328,2264200.0,0.0,0.0,
2008-06-26,GE,18.087810649850013,18.133701357991843,17.379770134095565,17.392881393432617,90944568.0,0.0,0.0,
2002-11-26,BA,22.72532921066006,22.96134791592898,22.428617041280898,22.705097198486328,3167200.0,0.0,0.0,
2006-12-27,LHX,32.02406337517761,32.43480551839979,32.01710088167017,32.30253219604492,650296.0,0.0,0.0,
2000-12-07,RTX,15.25389723068688,15.407074881660675,15.202838839021798,15.381545066833496,6502188.0,0.0,0.0,
1987-06-12,GD,2.7705691189601502,2.797056395432045,2.7546767530770135,2.7652716636657715,543200.0,0.0,0.0,
2017-06-19,HII,176.47396861106859,176.47396861106859,172.0625897284598,174.552734375,497200.0,0.0,0.0,
1997-02-28,GE,8.876292774684478,8.934619566121293,8.717219890719154,8.727824211120605,18187728.0,0.0,0.0,
1989-10-20,GD,2.423813277333635,2.434906244277954,2.4127203103893167,2.434906244277954,338400.0,0.0,0.0,
1977-12-16,LMT,0.562648550084514,0.567337623277207,0.5532712345988392,0.5579599142074585,105624.0,0.0,0.0,
2005-09-22,BA,44.19464170049329,44.520698858593164,43.98199760880474,44.30805206298828,3215700.0,0.0,0.0,
2018-08-21,GE,11.622676757258178,11.952331128462136,11.613257553818968,11.895818710327148,60265504.0,0.0,0.0,
1983-04-27,BA,2.6762835854438034,2.6762835854438034,2.609376538877818,2.617739677429199,2201175.0,0.0,0.0,
