date,CashDividendsPaid,CommonStockDividendPaid,RepurchaseOfCapitalStock,AccountsPayable,CostOfRevenue,BasicEPS,MarketCap,PeRatio,PegRatio,FreeCashFlow,TotalRevenue,NetIncome,TotalAssets,StockholdersEquity
2011-02-28,,,,,,,28370288462.0,11.161,0.955,,,,,
2020-08-04,,,,,,,105664099479.0,,,,,,,
2000-12-31,-3300000.0,,-40500000.0,102100000.0,362500000.0,0.12,,,,-32300000.0,486900000.0,16000000.0,1962200000.0,1087200000.0
2012-07-31,,,,,,,55565360911.0,12.787,1.863,,,,,
2012-05-31,,,,,,,1819052514.0,,0.665,,,,,
1994-11-30,,,,,,,2538732525.0,9.675,,,,,,
2009-09-30,-147000000.0,,0.0,2316000000.0,6393000000.0,1.48,24876852501.0,10.353,1.132,510000000.0,7719000000.0,572000000.0,29775000000.0,11718000000.0
2003-10-31,,,,,,,16550577776.0,16.978,,,,,,
1996-10-31,,,,,,,159450682425.0,23.036,,,,,,
1987-07-31,,,,,,,8213239245.0,14.187,,,,,,
2017-08-31,,,,,,,95602711405.0,18.306,2.128,,,,,
1986-10-31,,,,,,,8198105237.0,12.639,,,,,,
1998-08-31,,,,,,,260568383127.0,30.305,,,,,,
1997-09-30,-26000000.0,,0.0,158000000.0,854000000.0,0.325,5508345612.0,18.268,,-134000000.0,988000000.0,82000000.0,3492000000.0,1856000000.0
2004-10-29,,,,,,,20453372571.0,,,,,,,
2019-08-30,,,,,,,55247214832.0,,,,,,,
2017-05-31,,,,,,,113249901528.0,23.107,2.704,,,,,
2020-10-30,,,,,,,82496676260.0,,,,,,,
2000-09-30,-51000000.0,,-19000000.0,595000000.0,1950000000.0,0.74,,,,205000000.0,2502000000.0,294000000.0,8231000000.0,3577000000.0
1999-02-26,,,,,,,328551924191.0,,,,,,,
2013-06-30,-198000000.0,-198000000.0,-485000000.0,2444000000.0,6427000000.0,1.82,,,,486000000.0,7911000000.0,640000000.0,34731000000.0,11756000000.0
2010-11-30,,,,,,,5675075214.0,9.294,1.787,,,,,
2015-03-31,-639000000.0,-639000000.0,-2500000000.0,11497000000.0,18496000000.0,1.89,104156062989.0,20.336,2.224,-486000000.0,22149000000.0,1336000000.0,97775000000.0,7906000000.0
1996-01-31,,,,,,,128036164177.0,19.68,,,,,,
2013-09-30,-367000000.0,-367000000.0,-799000000.0,10657000000.0,18674000000.0,1.53,88349431462.0,21.481,2.62,2324000000.0,22130000000.0,1158000000.0,94633000000.0,8951000000.0
2011-12-30,,,,,,,66225947727.0,,,,,,,
2017-03-31,-544000000.0,-544000000.0,-500000000.0,2718000000.0,9904000000.0,2.63,77454960982.0,21.616,3.409,1496000000.0,11057000000.0,763000000.0,48836000000.0,1483000000.0
2009-02-27,,,,,,,4981451795.0,,,,,,,
2002-07-31,,,,,,,29164217592.0,72.852,,,,,,
1994-12-31,-85000000.0,,,3207000000.0,4898000000.0,,,,,322000000.0,5120000000.0,157000000.0,21463000000.0,9700000000.0
2020-08-10,,,,,,,6848438006.0,,,,,,,
2015-03-31,-49200000.0,-49200000.0,-1000000.0,279600000.0,753400000.0,1.21,8200395742.0,15.596,4.027,149800000.0,1186600000.0,125700000.0,4834500000.0,1840700000.0
1991-06-28,,,,,,,5408797000.0,,,,,,,
1994-03-31,-18000000.0,,,562000000.0,653000000.0,0.215,2691137966.0,9.515,,-51000000.0,800000000.0,55000000.0,2630000000.0,1220000000.0
1990-06-30,-10400000.0,,,1115300000.0,2675400000.0,-0.72,,,,226300000.0,2624400000.0,-240000000.0,6776600000.0,1992500000.0
1996-12-31,-758000000.0,,-373000000.0,10205000000.0,8558000000.0,,162765210900.0,22.471,,4743000000.0,22848000000.0,2067000000.0,272402000000.0,31125000000.0
2020-08-14,,,,,,,44893448936.0,,,,,,,
1996-07-31,,,,,,,30597125001.0,29.402,,,,,,
2020-10-30,,,,,,,5971851302.0,,,,,,,
1993-06-30,-85000000.0,,,5711000000.0,7173000000.0,0.63,12568271000.0,8.852,,412000000.0,7985000000.0,426000000.0,19863000000.0,8645000000.0
1997-09-30,-849000000.0,,-245000000.0,9662000000.0,7248000000.0,0.21,222977868396.0,28.598,,-42000000.0,21806000000.0,2014000000.0,285354000000.0,33696000000.0
1993-08-31,,,,,,,83985974682.0,22.128,,,,,,
2019-03-31,-609000000.0,-609000000.0,-29000000.0,10364000000.0,13707000000.0,1.58,,,,1050000000.0,18365000000.0,1346000000.0,137380000000.0,39738000000.0
2015-07-31,,,,,,,10257667202.0,16.688,,,,,,
2019-07-31,,,,,,,115274259008.0,21.974,1.733,,,,,
2003-09-30,-127000000.0,,-50000000.0,2695000000.0,5713000000.0,0.67,36364824326.0,16.837,,896000000.0,7954000000.0,639000000.0,34062000000.0,10119000000.0
2011-02-28,,,,,,,27695650384.0,11.025,0.96,,,,,
1996-12-31,-26000000.0,,0.0,182000000.0,786000000.0,,4464466500.0,16.621,,458000000.0,896000000.0,70000000.0,3299000000.0,1714000000.0
1998-12-31,-19200000.0,,,192700000.0,524100000.0,0.33,2416049180.0,20.585,,38800000.0,919400000.0,52800000.0,3896300000.0,1641100000.0
1991-01-31,,,,,,,5754910000.0,68.345,,,,,,
1998-12-31,-27000000.0,,-3000000.0,295000000.0,1284000000.0,,7474946000.0,20.629,,-96000000.0,1466000000.0,96000000.0,4572000000.0,2219000000.0
2002-12-31,-114000000.0,,-306000000.0,2095000000.0,5248000000.0,,29144617200.0,14.041,,422000000.0,7215000000.0,533000000.0,29090000000.0,8355000000.0
2014-03-31,-540000000.0,-540000000.0,-2500000000.0,10779000000.0,17296000000.0,1.3,91701888903.0,21.055,2.108,615000000.0,20465000000.0,965000000.0,91575000000.0,14520000000.0
2017-07-31,,,,,,,221729997060.0,29.437,1.193,,,,,
2021-01-08,,,,,,,106097529520.0,,,,,,,
